gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
WASH7P,1560.4,54.65999999999999,WASH7P,False,,1.553020134228188,2.542733712665147,0.6224037760094775,333034.66,1534,False,1534,3.5484462,1.5147856,31.364653243847872,7930.7773,8.978632
MTND1P23,372.0,44.35,MTND1P23,False,,0.42192393736017897,0.690745625366765,0.8636768788854036,89691.9,632,False,632,1.3520701,0.85529584,71.72259507829978,3021.8767,8.013965
MTND2P28,1044.0,43.1,MTND2P28,True,2474.0,13.066666666666666,142.79098776484713,1.3421237201870733,2615196.2,2163,False,2163,6.702762,2.041579,3.2214765100671117,14980.673,9.614583
hsa-mir-6723,1543.0,45.76,hsa-mir-6723,True,6812.0,87.21744966442952,3759.0807159637993,1.096078685333548,17831080.0,2169,False,2169,8.59581,2.2613266,2.9530201342281903,19211.635,9.863323
RP5-857K21.7,682.0,45.31,RP5-857K21.7,False,,1.647427293064877,4.064535679021967,0.9177445121427692,348252.25,1450,False,1450,3.3877988,1.4788277,35.123042505592835,7571.7305,8.932309
MTATP8P1,207.0,38.16,MTATP8P1,False,,0.5655480984340044,0.8107194286389495,0.7193033516720218,115721.34,848,False,848,1.8095106,1.0330102,62.05816554809843,4044.256,8.3053
MTATP6P1,681.0,43.91,MTATP6P1,False,,2.3378076062639823,6.249756158133698,0.8630064336531538,480335.9,1689,False,1689,4.089233,1.6271272,24.42953020134229,9139.436,9.120463
RP5-857K21.11,547.0,48.26,RP5-857K21.11,False,,3.9659955257270694,13.883355264080116,0.8799208466452432,871786.94,1908,False,1908,4.9672775,1.7862908,14.63087248322148,11101.865,9.314959
RP11-206L10.2,1317.0,46.79,RP11-206L10.2,False,,0.10022371364653244,0.13856306541771501,0.831487683885149,21587.89,187,False,187,0.38536486,0.32596356,91.6331096196868,861.29047,6.759592
RP11-206L10.9,704.0,40.41999999999999,RP11-206L10.9,False,,0.06040268456375839,0.07289419766512635,0.7513699772223305,13174.805,121,False,121,0.2468821,0.22064611,94.58612975391499,551.7815,6.314963
LINC01128,1197.3636363636363,46.34000000000001,LINC01128,True,5529.0,0.09306487695749441,0.1775481224676998,1.1531988601081447,18249.037,152,False,152,0.3113236,0.271037,93.19910514541388,695.8083,6.54651
NOC2L,1749.0,59.550000000000004,NOC2L,False,,1.0026845637583892,2.42792475050019,1.0610283450860818,194960.19,1031,False,1031,2.3201563,1.2000118,53.87024608501119,5185.5493,8.553823
KLHL17,1235.75,67.87,KLHL17,True,2415.0,0.26532438478747206,0.6417469291947302,1.3512954940902162,56448.2,338,False,338,0.73406196,0.5504666,84.87695749440715,1640.6284,7.403444
ISG15,711.0,64.58,ISG15,True,1866.0,1.7257270693512303,6.772994938904324,1.4345454925404428,379815.03,1404,False,1404,3.2945135,1.4573382,37.18120805369127,7363.238,8.904391
C1orf159,1529.8181818181818,54.65,C1orf159,True,6897.0,0.1243847874720358,0.22892615446856568,1.0924173158628585,26200.041,191,False,191,0.4021694,0.33802062,91.45413870246085,898.84863,6.8022265
SDF4,1803.75,61.35000000000001,SDF4,False,,0.11364653243847875,0.18761583740404142,0.9851408082997062,24724.688,191,False,191,0.39879462,0.33561087,91.45413870246085,891.30597,6.793809
B3GALT6,2793.0,64.2,B3GALT6,False,,0.11364653243847875,0.19567313373349496,1.027448384933626,22555.75,178,False,178,0.3683649,0.3136165,92.03579418344519,823.29553,6.714529
UBE2J2,1020.5,56.33,UBE2J2,True,7082.0,0.7897091722595079,1.8357937828835946,1.0846053494261823,157279.31,835,False,835,1.8771966,1.0568165,62.639821029082775,4195.534,8.342014
ACAP3,1794.5384615384614,67.29999999999998,ACAP3,False,,0.258165548098434,0.4288444399047486,0.9306370545532117,61416.96,401,False,401,0.8568936,0.618905,82.05816554809844,1915.1572,7.558077
PUSL1,1131.2,66.76,PUSL1,False,,0.10514541387024609,0.17291442602528687,0.9859533547213614,18738.895,179,False,179,0.3571317,0.30537343,91.9910514541387,798.18933,6.683598
CPSF3L,1229.875,60.46000000000003,CPSF3L,False,,0.8774049217002237,1.7119108990805227,0.8864179293610781,171618.31,1030,False,1030,2.2711887,1.1851535,53.91498881431767,5076.107,8.532496
GLTPD1,1358.0,65.26,GLTPD1,False,,0.06532438478747203,0.10047566688497254,0.9519520872574654,14267.097,113,False,113,0.23490313,0.21099253,94.94407158836688,525.0085,6.2653174
DVL1,2268.0,66.24,DVL1,False,,0.18120805369127516,0.2970504647515822,0.9488348714416491,40531.598,291,False,291,0.61569834,0.47976726,86.97986577181209,1376.0858,7.227725
AURKAIP1,849.1666666666666,66.87,AURKAIP1,True,4552.0,1.614765100671141,5.214553604153035,1.210195337273089,314827.7,1319,False,1319,3.0758054,1.4050684,40.98434004474273,6874.4253,8.835709
CCNL2,1673.75,51.36999999999999,CCNL2,False,,1.4138702460850112,3.1648030538815726,0.8797101407727709,324607.94,1339,False,1339,3.1254122,1.417166,40.08948545861297,6985.2964,8.851706
RP4-758J18.2,1346.125,59.37,RP4-758J18.2,True,2295.0,0.4250559284116331,1.1012519552412505,1.3652405772444187,80142.82,465,False,465,1.0206171,0.703403,79.19463087248322,2281.0793,7.7328424
MRPL20,811.5,53.09000000000001,MRPL20,True,1409.0,1.781208053691275,7.465537483551917,1.5134487165439399,302920.12,1311,False,1311,3.0809364,1.4063265,41.34228187919463,6885.893,8.837376
ATAD3B,2459.3333333333335,58.82999999999999,ATAD3B,True,4317.0,0.4469798657718121,1.0485528711253163,1.2264936365211703,87883.29,527,False,527,1.1505206,0.76570994,76.42058165548097,2571.4133,7.8525996
ATAD3A,1610.0,59.87,ATAD3A,True,2218.0,0.32483221476510066,0.8174448576904783,1.3743057972614579,55002.47,392,False,392,0.82449496,0.6013032,82.46085011185681,1842.7462,7.5195546
SSU72,1706.5,53.87,SSU72,False,,1.0599552572706936,2.164711725839625,0.8806424972166683,212814.34,1127,False,1127,2.5400352,1.2641367,49.57494407158837,5676.9785,8.644351
MIB2,2003.9714285714285,66.41000000000001,MIB2,False,,0.20447427293064876,0.35879823512564657,1.0052349734756008,42586.63,322,False,322,0.67643887,0.51667184,85.59284116331096,1511.8408,7.3217444
CDK11B,2011.1666666666667,52.93,CDK11B,False,,1.5861297539149888,3.5990018005243813,0.8559556482729991,319463.72,1443,False,1443,3.3468885,1.4694604,35.43624161073825,7480.296,8.920161
SLC35E2B,4311.5,53.64,SLC35E2B,False,,1.0165548098434005,1.657290721591668,0.7115845326219045,238009.84,1222,False,1222,2.7299423,1.3163928,45.32438478747204,6101.421,8.716441
RP11-345P4.7,1422.0,52.67,RP11-345P4.7,True,6690.0,0.1959731543624161,0.3751852096639486,1.1007328847034252,45922.387,300,False,300,0.6446783,0.4975448,86.57718120805369,1440.856,7.2736864
CDK11A,1353.0833333333333,51.99,CDK11A,False,,0.3977628635346756,0.637148081610414,0.8526672985243795,89427.68,608,False,608,1.3083824,0.836547,72.79642058165547,2924.2346,7.98113
RP1-283E3.4,791.0,50.91,RP1-283E3.4,False,,0.42774049217002236,0.7712981600203495,0.9492614138348119,113274.01,610,False,610,1.3258396,0.8440811,72.7069351230425,2963.2517,7.99438
SLC35E2,1287.0,52.17,SLC35E2,False,,0.2040268456375839,0.333466319780332,0.9364881900653739,46606.82,328,False,328,0.6973938,0.529094,85.32438478747204,1558.675,7.352233
NADK,1305.5263157894738,53.700000000000024,NADK,False,,0.6532438478747203,1.2140841459726581,0.9057887932230746,131767.14,835,False,835,1.8232355,1.0378835,62.639821029082775,4074.9314,8.312855
GNB1,1257.75,46.68,GNB1,False,,2.8411633109619685,7.4461114482504005,0.7751649361714532,1556415.6,1801,False,1801,4.463583,1.6981049,19.418344519015662,9976.108,9.208049
PRKCZ,985.0370370370371,56.440000000000026,PRKCZ,True,4577.0,0.20492170022371364,0.4324735278860977,1.2087764194607797,45546.043,281,False,281,0.61469626,0.47914687,87.42729306487695,1373.8462,7.226097
C1orf86,1776.0666666666666,60.960000000000015,C1orf86,False,,0.4818791946308725,0.8120036290879804,0.8704435071268668,99522.92,674,False,674,1.4475173,0.8950741,69.8434004474273,3235.2012,8.082155
AL590822.2,1943.0,64.23,AL590822.2,True,6732.0,0.08277404921700224,0.14936741311318485,1.0988869923745637,18329.582,128,False,128,0.27244416,0.24093959,94.27293064876957,608.9127,6.413316
SKI,1674.5,57.48,SKI,False,,0.0970917225950783,0.11724758110871461,0.7278820971523432,21764.41,186,False,186,0.38689,0.32706383,91.67785234899328,864.69916,6.7635374
RER1,1243.0,53.84000000000002,RER1,False,,1.0469798657718121,1.951686264142306,0.8067311459820623,218204.27,1178,False,1178,2.6405244,1.2921277,47.293064876957494,5901.5723,8.683144
PEX10,1094.111111111111,62.25,PEX10,True,6100.0,0.0953020134228188,0.1784694141185942,1.1301884215508393,18441.688,143,False,143,0.29521203,0.2586744,93.60178970917225,659.7989,6.4934497
PLCH2,4189.1,64.62,PLCH2,False,,0.08814317673378076,0.15292560169357397,1.0523938962679145,20454.629,147,False,147,0.31522742,0.2740096,93.4228187919463,704.53326,6.558954
PANK4,1128.75,60.71000000000001,PANK4,False,,0.5668903803131992,1.1059757780408084,0.9784898002934315,116203.19,719,False,719,1.5696983,0.9437885,67.82997762863533,3508.276,8.163165
RP3-395M20.12,996.0,69.48,RP3-395M20.12,True,6912.0,0.15167785234899328,0.2827131638557257,1.091681313384381,34674.41,227,False,227,0.4912358,0.39960515,89.84340044742729,1097.912,7.0020757
RP3-395M20.8,1772.6666666666667,62.87,RP3-395M20.8,True,6860.0,0.25861297539149886,0.5051574307178682,1.0941536007379806,58655.242,356,False,356,0.77651936,0.574656,84.07158836689038,1735.5208,7.4596386
TNFRSF14,1266.75,64.05999999999997,TNFRSF14,False,,2.338702460850112,5.194539945002907,0.7169017849871171,552111.94,1735,False,1735,4.2280984,1.6540476,22.37136465324385,9449.8,9.153854
FAM213B,1652.0666666666666,64.59000000000002,FAM213B,True,6604.0,0.33557046979865773,0.6823286247318759,1.106017032481366,67500.87,433,False,433,0.936247,0.6607516,80.62639821029083,2092.512,7.6465983
TPRG1L,2301.5,52.22,TPRG1L,True,6593.0,0.26666666666666666,0.5286780065652055,1.1070360456317077,58285.22,383,False,383,0.8275749,0.6029899,82.86353467561521,1849.6299,7.5232816
WRAP73,1461.7,55.25,WRAP73,False,,0.30961968680089486,0.4824275634439511,0.856007045683897,61590.113,475,False,475,0.9972377,0.69176507,78.74720357941834,2228.8262,7.709679
TP73-AS1,2179.5714285714284,54.43,TP73-AS1,True,6984.0,0.10022371364653244,0.18153531250813604,1.089355060713448,35179.15,156,False,156,0.32852972,0.28407285,93.02013422818793,734.2639,6.6002297
LRRC47,1219.0,54.46,LRRC47,False,,0.18120805369127516,0.27645959635408873,0.8830637776810445,37049.953,305,False,305,0.627419,0.4869953,86.35346756152124,1402.2815,7.2465687
CEP104,1336.8181818181818,47.92000000000001,CEP104,False,,0.5324384787472036,1.0762749374623208,1.0261403764202177,118425.836,663,False,663,1.4652246,0.90228295,70.33557046979865,3274.777,8.094311
DFFB,2036.1666666666667,51.659999999999975,DFFB,False,,0.21029082774049218,0.32191732809398643,0.8748371030200285,44002.984,344,False,344,0.72433233,0.5448399,84.60850111856824,1618.8828,7.390109
C1orf174,2560.6666666666665,49.32,C1orf174,False,,0.3440715883668904,0.5444981864574154,0.8581972829591472,69769.58,534,False,534,1.1244701,0.7535224,76.10738255033557,2513.1907,7.829706
NPHP4,3325.8,49.94,NPHP4,True,4382.0,0.1959731543624161,0.416366946458935,1.2215534575081062,38661.664,259,False,259,0.55296415,0.44016546,88.41163310961969,1235.8749,7.120343
KCNAB2,1612.1,56.049999999999976,KCNAB2,False,,2.738255033557047,6.014270006549117,0.6607639201356418,610267.06,1843,False,1843,4.560856,1.715752,17.53914988814318,10193.513,9.229605
RPL22,1003.75,50.61000000000001,RPL22,False,,16.081431767337808,151.80536231796947,1.0016564064342879,3082608.5,2151,False,2151,6.9001217,2.066878,3.7583892617449655,15421.771,9.6436
ICMT,1863.6,49.59,ICMT,True,3687.0,0.34049217002237137,0.7868780029601531,1.2548374108279607,58347.188,414,False,414,0.87807006,0.6302447,81.47651006711409,1962.4866,7.582477
ACOT7,1464.6363636363637,54.0,ACOT7,True,261.0,0.7498881431767338,3.6486962721735985,2.2989633305644332,98878.7,565,False,565,1.2578528,0.81441426,74.72035794183445,2811.301,7.941758
TNFRSF25,1203.3,59.700000000000024,TNFRSF25,False,,0.5140939597315436,0.8765917816779171,0.8711107474585758,121841.33,700,False,700,1.5499133,0.93605936,68.68008948545861,3464.0562,8.150484
NOL9,1877.8,47.78,NOL9,False,,0.1552572706935123,0.22700345884930775,0.8551305362685531,34218.582,269,False,269,0.5567895,0.4426257,87.96420581655481,1244.4246,7.1272316
